scientificname
?Agastoschizomus n.sp.
Dixioria fowleri
Dodecaceria concharum
Dodecatheon amethystinum
Dodecatheon frenchii
Dodecatheon pulchellum
Dodonaea viscosa
Doellingeria umbellata var. pubens
Dolania americana
Dolba hyloeus
Dolichonyx oryzivorus
Donacia idola
Donax variabilis
Dondice occidentalis
Donnaldsoncythere tuberosa
Doratonotus megalepis
Doridella obscura
Doriopsilla pharpha
Doris verrucosa
Dormitator maculatus
Dorocordulia lepida
Dorocordulia libera
Dorvillea sociabilis
Dorydiella kansana
Dorymyrmex bureni/D. medeis
Doryrhamphus baldwini
Dosilia palmeri
Dosinia discus
Doto sp. A
Dotyella hawaiiensis
Dotyella irregularis
Dotyophycus pacificum
Draba aprica
Draba brachycarpa
Draba cana
Draba cuneifolia
Draba glabella
Dracaena aurea
Dracocephalum parviflorum
Draculo pogognathus
Drassyllus louisianus
Drasteria graphica
Drasteria graphica atlantica
Drepanocladus aduncus var. kneiffii
Drilonereis magna
Drilonereis monroi
Driotura robusta
Dromia dormia
Dromogomphus armatus
Dromogomphus spinosus
Dromogomphus spoliatus
Dromus dromas
Drummondia prorepens
Drymarchon corais
Drymarchon couperi
Drymobius margaritiferus
Dryobius sexnotatus
Dryocopus pileatus
Dryopteris angelica
Dryopteris carthusiana
Dryopteris celsa
Dryopteris crinalis var. podosorus
Dryopteris cristata
Dryopteris filix-mas
Dryopteris fragrans
Dryopteris goldiana
Dryopteris intermedia
Dryopteris spp.
Dryopteris tetrapinnata
Dubautia arborea
Dubautia herbstobatae
Dubautia kenwoodii
Dubautia latifolia
Dubautia paleata
Dubautia pauciflorula
Dubautia plantaginea subsp. humilis
Dubautia plantaginea subsp. magnifolia
Dubautia raillardioides
Dubautia spp.
Dubiraphia bivittata
Dubiraphia brunnescens
Dubiraphia giulianii
Dubiraphia parva
Dubiraphia robusta
Ducula pacifica
Dudresnaya littleri
Dufourea stagei
Dugong dugon
Dulichiella appendiculata
Dulichium arundinaceum
Dumetella carolinensis
Dumontia oregonensis
Duplicaria gouldi
Dynamena cornicina
Dynastes granti
Dynastes tityus
Dyschirus brevispinus
Dyschirus erythrocerus
Dyschirus politus
Dyspanopeus sayi
Dytiscus alaskanus
Dytiscus carolinus
Dytiscus dauricus
Eacles imperialis
Eacles imperialis pini
Eanus hatchii
Eburia stroheckeri
Ecclisomyia bilera
Eccremidium floridanum
Echeneis naucrates
Echidna catenata
Echinacea angustifolia
Echinacea laevigata
Echinacea pallida
Echinacea simulata
Echinaster brasiliensis
Echinocereus viridiflorus
Echinochloa walteri
Echinodorus tenellus var. parvulus
Ecteinascidia turbinata
Ectemnia invenusta
Ectoedemia castaneae
Ectoedemia phleophaga
Ectopistes migratorius
Ectopleura crocea
Ectopleura dumortieri
Ectopria sp. 2
Ecyrus penicillatus
Edotia triloba
Edwardsia leidyi
Efferia antiochi
Efferia cuervana
Egretta caerulea
Egretta rufescens
Egretta sacra
Egretta thula
Egretta tricolor
Eidmannella bullata (Gertsch)
Eidmannella delicata (Gertsch)
Eidmannella nasuta (Gertsch)
Eidmannella reclusa (Gertsch)
Eidmannella tuckeri (Cokendolpher & Reddell)
Eilema bicolor
Elacatinus oceanops
Elaenia martinica
Elaeocarpus bifidus
Elagatis bipinnulata
Elanoides forficatus
Elanoides forficatus forficatus
Elanoides forticatus
Elanus leucurus
Elaphe emoryi
Elaphe gloydi
Elaphe guttata
Elaphe guttata guttata
Elaphe obsoleta
Elaphe vulpina
Elaphoglossum spp.
Elaphria chalcedonia
Elaphria cornutinis
Elaphria georgei
Elaphropus dolosus
Elaphropus levipes
Elaphrus fuliginosus
Elaphrus viridis
Elasmopus levis
Elasmostethus atricornis
Elassoma alabamae
Elassoma boehlkei
Elassoma evergladei
Elassoma okatie
Elassoma zonatum
Elatine minima
Elatine triandra
Electra monostachys
Eleocharis atropurpurea
Eleocharis bicolor
Eleocharis coloradoensis
Eleocharis elliptica
Eleocharis equisetoides
Eleocharis geniculata
Eleocharis lanceolata
Eleocharis olivacea
Eleocharis ovata
Eleocharis pauciflora
Eleocharis quinqueflora
Eleocharis robbinsii
Eleocharis rostellata
Eleocharis tenuis var. tenuis
Eleocharis wolfii
Eleotris amblyopsis
Eleotris pisonis
Eleotris sandwicensis
Eleutherodactylus antillensis
Eleutherodactylus augusti cactorum
Eleutherodactylus augusti latrans
Eleutherodactylus brittoni
Eleutherodactylus cochranae
Eleutherodactylus cooki
Eleutherodactylus cystignathoides
Eleutherodactylus eneidae
Eleutherodactylus gryllus
Eleutherodactylus hedricki
Eleutherodactylus jasperi
Eleutherodactylus juanriveroi
Eleutherodactylus karlschmidti
Eleutherodactylus lentus
Eleutherodactylus locustus
Eleutherodactylus monensis
Eleutherodactylus portoricensis
Eleutherodactylus richmondi
Eleutherodactylus schwartzi
Eleutherodactylus unicolor
Eleutherodactylus wightmanae
Elgaria coerulea
Elgaria coerulea palmeri
Elgaria coerulea shastensis
Elgaria kingii nobilis
Elgaria panamintina
Elimia acuta
Elimia albanyensis
Elimia ampla
Elimia annettae
Elimia arachnoidea
Elimia arachnoidea spinella
Elimia aterina
Elimia bellacrenata
Elimia boykiniana
Elimia capillaris
Elimia catenaria
Elimia christyi
Elimia clenchi
Elimia cochliaris
Elimia crenatella
Elimia interrupta
Elimia lachryma
Elimia melanoides
Elimia nassula
Elimia ornata
Elimia perstriata
Elimia porrecta
Elimia striatula
Elimia strigosa
Elimia teres
Elimia troostiana
Elimia vanuxemiana
Elimia varians
Elimia variata
Elimia virginica
Elleschus sp. TAC 1
Elliottia racemosa
Ellipsaria lineolata
Elliptio angustata
Elliptio arca
Elliptio arctata
Elliptio arctata (coosa form)
Elliptio chipolaensis
Elliptio cistellaeformis
Elliptio complanata
Elliptio complanata complex
Elliptio congaraea
Elliptio crassidens
Elliptio crassidens crassidens
Elliptio dilatata
Elliptio fisheriana
Elliptio folliculata
Elliptio fraterna
Elliptio icterina
Elliptio icterina complex
Elliptio lanceolata
Elliptio marsupiobesa
Elliptio mcmichaeli
Elliptio producta
Elliptio purpurella
Elliptio roanokensis
Elliptio spinosa
Elliptio steinstansana
Elliptio waccamawensis
Elliptoideus sloatianus
Ellliptio fisheriana/nasutilus
Elodea bifoliata
Elodea canadensis
Elodea nuttallii
Elops affinis
Elops hawaiensis
Elops saurus
Elymus albicans
Elymus diversiglumis
Elymus spicatus
Elymus trachycaulus ssp. subsecundus
Elymus villosus
Elysia crispata
Emballonura semicaudata rotensis
Emballonura semicaudata semicaudata
Emberiza rustica
Emblemaria atlantica
Emblemaria pandionis
Emblemariopsis bahamensis
Emblemariopsis diaphana
Emerita benedicti
Emerita talpoida
Emoia atrocostata
Emoia cyanura
Emoia lawesi
Emoia slevini
Empetrichthys latos latos
Empetrum nigrum
Empidonax alnorum
Empidonax difficilis
Empidonax flaviventris
Empidonax fulvifrons pygmaeus
Empidonax hammondii
Empidonax minimus
Empidonax oberholseri
Empidonax occidentalis
Empidonax traillii
Empidonax traillii adastus
Empidonax traillii brewsteri
Empidonax traillii extimus
Empidonax virescens
Empidonax wrightii
Emydoidea blandingii
Enallagma anna
Enallagma antennatum
Enallagma aspersum
Enallagma basidens
Enallagma boreale
Enallagma carunculatum
Enallagma clausum
Enallagma cyathigerum
Enallagma cyathigerum vernale
Enallagma daeckii
Enallagma divagans
Enallagma doubledayi
Enallagma dubium
Enallagma durum
Enallagma ebrium
Enallagma hageni
Enallagma laterale
Enallagma minusculum
Enallagma optimolocus
Enallagma pallidum
Enallagma pictum
Enallagma recurvatum
Enallagma traviatum
Enallagma vernale
Enallagma vesperum
Enallagma weewa
Encalypta procera
Enchelycore nigricans
Enchelycore pardalis
Enchelyurus brunneolus
Enchytraeidae sp. A
Encope michelini
Encoptolophus costalis
Encrasicholina purpurea
Endopachys oahensis
Endopus parvipes
Engyprosopon hawaiiensis
Engyprosopon xenandrus
Enhalus acoroides
Enhydra lutris
Enhydra lutris kenyoni
Enhydra lutris nereis
Enneacanthus chaetodon
Enneacanthus gloriosus
Enneacanthus obesus
Enneapterygius atriceps
Enochrus consortus
Enochrus diffusus
Enochrus fimbriatus
Enochrus hamiltoni
Enochrus sayi
Enodia anthedon
Enodia creola
Enoplobranchus sanguineus
Ensatina eschscholtzii croceater
Ensatina eschscholtzii klauberi
Ensis directus
Entodesma beana
Entodon brevisetus
Entomacrodus marmoratus
Entomacrodus strasburgi
Entosphenus tridentatus
Entovalva sp. A
Entovalva sp. B
Eobrolgus spinosus
Eocyzicus concavus
Eocyzicus digueti
Eosphoropteryx thyatyroides
Epargyreus zestos
Epeorus frisoni
Epeorus namatus
Epeorus punctatus
Epeorus suffusus
Ephemerella argo
Ephemerella berneri
Ephemerella catawba
Ephemerella excrucians
Ephemerella inconstans
Ephemerella lacustris
Ephemeroptera
Ephemerum cohaerens
Ephemerum crassinervium var. texanum
Ephemerum serratum
Ephemerum spinulosum
Ephydatia cooperensis
Ephyriades brunneus floridensis
Epiaeschna heros
Epicrates inornatus
Epicrates monensis granti
Epicrates monensis monensis
Epidendrum anceps
Epidendrum ciliare
Epidendrum cochleatum
Epidendrum conopseum
Epifagus virginiana
Epiglaea apiata
Epigonus devaneyi
Epigonus glossodontus
Epilobium leptophyllum
Epilobocera sinuatifrons
Epinephelus adscensionis
Epinephelus drummondhayi
Epinephelus flavolimbatus
Epinephelus guttatus
Epinephelus itajara
Epinephelus lanceolatus
Epinephelus morio
Epinephelus mystacinus
Epinephelus nigritus
Epinephelus niveatus
Epinephelus quernus
Epinephelus striatus
Epioblasma brevidens
Epioblasma capsaeformis
Epioblasma florentina
Epioblasma florentina curtisii
Epioblasma florentina walkeri
Epioblasma metastriata
Epioblasma obliquata obliquata
Epioblasma obliquata perobliqua
Epioblasma othcaloogensis
Epioblasma penita
Epioblasma torulosa
Epioblasma torulosa gubernaculum
Epioblasma torulosa rangiana
Epioblasma torulosa torulosa
Epioblasma triquetra
Epioblasma turgidula
Epipaschiinae
Epirrita autummata
Epirrita autummata henshawi
Epitheca canis
Epitheca costalis
Epitheca petechialis
Epitheca semiaquea
Epitheca spinigera
Epitheca spinosa
Epitonium multistriatum
Epitonium ulu
Epitrix sp. EGR 1
Eptesicus fuscus
Equetus lanceolatus
Equetus punctatus
Equisetum fluviatile
Equisetum palustre
Eragrostis capillaris
Eragrostis fosbergii
Eragrostis glomerata
Eragrostis monticola
Eragrostis reptans
Eragrostis secundiflora ssp. oxylepis
Eragrostis variabilis
Erastria coloraria
Ercolania fuscata
Erebia disa mancinus
Erebia discoidalis
Erebia magdalena
Eremarionta immaculata
Eremarionta millepalmarum
Eremarionta morongoana
Eremarionta rowelli bakerensis
Eremarionta rowelli mccoiana
Eremichthys acros
Eremobina jocasta
Eremophila alpestris
Eremophila alpestris actia
Eremophila alpestris strigata
Eremopyrgus eganensis
Erethizon dorsatum
Eretmochelys imbricata
Eretmochelys imbricata imbricata
Erianthus giganteus
Erianthus strictus
Ericameria nauseosa var. nauseosa
Ericameria parryi var. howardii
Erichsonella filiformis
Ericthonius brasiliensis
Erigeron caespitosus
Erigeron decumbens
Erigeron divergens
Erigeron flagellaris
Erigeron hyssopifolius
Erigeron lonchophyllus
Erigeron ochroleucus var. scribneri
Erigeron strigosus var. calcicola
Erigeron subtrinervis
Erigrathus barbatus
Erimonax monachus
Erimystax cahni
Erimystax dissimilis
Erimystax harryi
Erimystax insignis
Erimystax x-punctatus
Erimyzon claviformis
Erimyzon oblongus
Erimyzon sucetta
Erinna aulacospira
Erinna newcombi
Eriocaulon koernickianum
Eriochloa michauxii var. michauxii
Eriogonum cernuum
Eriogonum chrysops
Eriogonum crosbyae
Eriogonum longifolium var. longifolium
Eriophorum angustifolium
Eriophorum gracile
Eritettix simplex
Erophylla sezekorni
Erora laeta
Erotelis smaragdus
Erpetogomphus compositus
Erpetogomphus designatus
Erpetogomphus eutainia
Erpetogomphus heterodon
Ervilia concentrica
Eryngium yuccifolium
Erynnis baptisiae
Erynnis brizo
Erynnis brizo brizo
Erynnis horatius
Erynnis icelus
Erynnis lucilius
Erynnis martialis
Erynnis persius
Erynnis persius persius
Erynnis propertius
Erynnis scudderi
Erysimum capitatum var. capitatum
Erysimum inconspicuum
Erythemis collocata
Erythrina eggersii
Erythrina sandwicensis
Erythrodiplax berenice
Erythrodiplax fusca
Erythrodiplax minuscula
Erythroecia hebardi
Erythronium elegans
Erythronium mesochoreum
Escaryus cryptorobius
Escaryus ethopus
Escaryus orestes
Eschrichtius robustus
Esox americanus
Esox americanus americanus
Esox americanus vermiculatus
Esox lucius
Esox masquinongy
Esox masquinongy ohioensis
Esox niger
Etelis carbunculus
Etelis coruscans
Eteone heteropoda
Eteone lactea
Etheostoma acuticeps
Etheostoma aquali
Etheostoma asprigene
Etheostoma baileyi
Etheostoma barbouri
Etheostoma barrenense
Etheostoma bellum
Etheostoma blennioides
Etheostoma blennioides gutselli
Etheostoma blennius sequatchiense
Etheostoma boschungi
Etheostoma brevirostrum
Etheostoma caeruleum
Etheostoma camurum
Etheostoma cervus
Etheostoma chermocki
Etheostoma chienense
Etheostoma chlorobranchium
Etheostoma chlorosoma
Etheostoma chlorosomum
Etheostoma chuckwachatte
Etheostoma cinereum
Etheostoma collettei
Etheostoma collis
Etheostoma corona
Etheostoma cragini
Etheostoma crossopterum
Etheostoma denoncourti
Etheostoma derivativum
Etheostoma ditrema
Etheostoma doration sp.
Etheostoma duryi
Etheostoma etowahae
Etheostoma euzonum erizonum
Etheostoma euzonum euzonum
Etheostoma exile
Etheostoma flabellare
Etheostoma flabellare brevispina
Etheostoma fonticola
Etheostoma forbesi
Etheostoma fragi
Etheostoma fricksium
Etheostoma fusiforme
Etheostoma gracile
Etheostoma grahami
Etheostoma histrio
Etheostoma hopkinsi
Etheostoma inscriptum
Etheostoma jessiae
Etheostoma jordani
Etheostoma kanawhae
Etheostoma kantuckeense
Etheostoma kennicotti
Etheostoma lachneri
Etheostoma lepidum
Etheostoma longimanum
Etheostoma lynceum
Etheostoma maculatum
Etheostoma mariae
Etheostoma microlepidum
Etheostoma microperca
Etheostoma moorei
Etheostoma neopterum
Etheostoma nianguae
Etheostoma nigripinne
Etheostoma nigrum
Etheostoma nuchale
Etheostoma okaloosae
Etheostoma olivaceum
Etheostoma olmstedi
Etheostoma osburni
Etheostoma pallididorsum
Etheostoma parvipinne
Etheostoma percnurum
Etheostoma perlongum
Etheostoma phytophilum
Etheostoma podostemone
Etheostoma proeliare
Etheostoma pseudovulatum
Etheostoma punctulatum
Etheostoma pyrrhogaster
Etheostoma radiosum
Etheostoma rafinesquei
Etheostoma raneyi
Etheostoma rubrum
Etheostoma rufilineatum
Etheostoma rupestre
Etheostoma sagitta
Etheostoma sagitta sagitta
Etheostoma sagitta spilotum
Etheostoma saludae
Etheostoma sanguifluum
Etheostoma scotti
Etheostoma sellare
Etheostoma sp
Etheostoma sp. cf. bellator
Etheostoma sp. cf. e. rufilineatum
Etheostoma sp. cf. zonistium
Etheostoma spectabile
Etheostoma squamiceps
Etheostoma stigmaeum
Etheostoma striatulum
Etheostoma susanae
Etheostoma swaini
Etheostoma swannanoa
Etheostoma tallapoosae
Etheostoma tecumsehi
Etheostoma thalassinum
Etheostoma tippecanoe
Etheostoma trisella
Etheostoma tuscumbia
Etheostoma uniporum
Etheostoma variatum
Etheostoma virgatum
Etheostoma vitreum
Etheostoma vulneratum
Etheostoma wapiti
Etheostoma whipplei
Etheostoma zonale
Etheostoma zonifer
Etheostoma zonistium
Etmopterus villosus
Etropus crossotus
Etropus cyclosquamus
Etrumeus teres
Eua zebrina
Eubalaena glacialis
Eubalaena japonica
Eubaphe meridiana
Eubranchipus bundyi
Eubranchipus intricatus
Eubranchipus n. sp. 1
Eubranchipus ornatus
Eubranchipus serratus
Eubulus sp. TAC 1
Eucera birkmanniella
Eucera texana
Euceramus praelongus
Eucerceris ruficeps
Euchemotrema fraternum montanum
Euchemotrema hubrichti
Euchemotrema leai
Euchemotrema leai cheatumi
Euchlaena effecta
Euchlaena madusaria
Euchlaena milnei
Euchloe ausonides
Euchloe ausonides insulanus
Euchloe hyantis andrewsi
Euchloe olympia
Eucinostomus argenteus
Eucinostomus gula
Euconulus alderi
Euconulus dentatus
Euconulus fulvus
Eucoptocnemis fimbriaris
Eucosma bipunctella
Eucosma fulminana
Eucosma hennei
Eucosma n.s.
Eucosma palabundana
Eucosma pandana
Eucosma rusticana
Eucosma sombreana
Eucyclogobius newberryi
Eucyclops agilis
Eudendrium carneum
Eudendrium ramosum
Eudendrium tenellum
Euderma maculatum
Eudevenopus honduranus
Eudistoma carolinense
Eudistoma hepaticum
Eudistoma species indeterminate
Eudocimus albus
Eugenes fulgens
Eugenia earhartii
Eugenia koolauensis
Eugenia sintenisii
Eugenia xerophytica
Eugerres plumieri
Euhyparpax rosea
Eulalia sanguinea
Eulampis holosericeus
Eulimnadia agassizii
Eulimnadia antlei
Eulimnadia cylindrova
Eulimnadia diversa
Eulimnadia follismilis
Eulimnadia texana
Eumacaria latiferrugata
Eumaeus atala
Eumeces anthracinus
Eumeces anthracinus anthracinus
Eumeces anthracinus pluvialis
Eumeces anthracinus ssp.
Eumeces callicephalus
Eumeces egregius
Eumeces egregius egregius
Eumeces egregius insularis
Eumeces egregius lividus
Eumeces fasciatus
Eumeces gilberti
Eumeces gilberti arizonensis
Eumeces inexpectatus
Eumeces laticeps
Eumeces multivirgatus
Eumeces obsoletus
Eumeces septentrionalis
Eumeces septentrionalis obtusirostris
Eumeces septentrionalis septentrionalis
Eumeces skiltonianus
Eumeces skiltonianus interparietalis
Eumetopias jubatus
Eumops floridanus
Eumops perotis
Eumops perotis californicus
Eumops underwoodi
Eunemobius melodius
Eunica monima
Eunica tatila tatilista
Eunice antennata
Eunotia abbottiae
Eunotia smithiae
Euonymus americanus
Eupatorium anomalum
Eupatorium maculatum var. bruneri
Eupatorium purpureum
Eupatorium rotundifolium var. scabridum
Eupatorium semiserratum
Eupatorium sessilifolium
Euphagus carolinus
Euphagus cyanocephalus
Euphilotes battoides allyni
Euphilotes battoides comstocki
Euphilotes ellisi
Euphilotes enoptes smithi
Euphilotes rita coloradensis
Euphilotes rita emmeli
Euphilotes spaldingi
Euphonia musica
Euphorbia geyeri var. geyeri
Euphorbia haeleeleana
Euphorbia missurica var. missurica
Euphorbia spp.
Euphydryas chalcedona chuskae
Euphydryas chalcedona cloudcrofti
Euphydryas editha bayensis
Euphydryas editha quino
Euphydryas editha taylori
Euphydryas gillettii
Euphydryas phaeton
Euphyes bayensis
Euphyes bimacula
Euphyes bimacula illinois
Euphyes conspicua
Euphyes conspicua bucholzi
Euphyes dion
Euphyes dukesi
Euphyes niveilinea
Euphyes pilatka
Euphyes pilatka klotsi
Euphyes vestris harbisoni
Euphylotes rita
Eupleura caudata
Euproserpinus euterpe
Euproserpinus wiesti
Euprymna scolopes
Euptilocladia magruderi
Euptoieta claudia
Eurema dina helios
Eurema nise
Eurhynchium hians
Eurybia furcata
Eurybia macrophylla
Eurycea bislineata
Eurycea cf. quadridigitata
Eurycea chamberlaini
Eurycea chisholmensis
Eurycea cirrigera
Eurycea guttolineata
Eurycea junaluska
Eurycea latitans
Eurycea longicauda
Eurycea longicauda longicauda
Eurycea lucifuga
Eurycea multiplicata
Eurycea nana
Eurycea naufragia
Eurycea neotenes
Eurycea pterophila
Eurycea quadridigitata
Eurycea rathbuni
Eurycea robusta
Eurycea sosorum
Eurycea sp. 1
Eurycea spelaea
Eurycea spp.
Eurycea tonkawae
Eurycea tridentifera
Eurycea troglodytes
Eurycea tynerensis
Eurycea waterlooensis
Eurycea wilderae
Eurylophella aestiva
Eurylophella bicoloroides
Eurylophella poconoensis
Eurypanopeus depressus
Eurypegasus papilio
Eurytides marcellus
Eurytium limosum
Euryurus leachii fraternus
Eusarca fundaria
Euscelis sahlbergi
Eusmilia fastigiata
Eustachys floridana
Eustala eleuthra
Eustomias albibulbus
Eustomias bulbiramis
Eustomias magnificus
Eusyllis lamelligera
Euterpina acutifrons
